objectid,title,creator,creatorinterview,subject,signature,date,description,condition,scopeandcontents,provenance,source,identifier,relation,type,media,format,size,rights,rightsstatement,fileid,object_location,image_small,image_thumb,Location,Collection.Number,row_number,filename_nopath,filename_ArtMuseum,id_DRDS,fileme_DRDS
,Woman in desert with spirits above,Andy,,,Andy 73,1973,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 15.5 x 20.75 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LL,10.O.36,1142,NA,NA,NA,
,Descendant,"Annesley, Robert",,Cherokee (culture or style); Cherokee Nation,Annesley / A.L.C.A,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Pastel (material),image/jpg,image: 4.5 x 2 in.; framed: 12.5 x 10.25 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,97.O.7,1143,NA,NA,NA,
,Great horn medicine,"Annesley, Robert",,Cherokee (culture or style); Cherokee Nation,Annesley / A.L.C.A,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Pens (drawing and writing implements); Paper (fiber product),image/jpg,image: 7.5 x 5.5 in.; framed: 13.75 x 11.75 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,97.O.8,1144,NA,NA,NA,
,Profile of fancy dancer with fan,"Anquoe, Evans",,Kiowa (culture or style); Kiowa Tribe,Evans Anquoe / 1976,1976,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Oil paint (paint); Canvas (textile material),image/jpg,image: 20 x 16 in.; framed: 20 x 16 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,08.O.151,1145,NA,NA,NA,
,Fancy dancer with yellow bustles,"Anquoe, Evans",,Kiowa (culture or style); Kiowa Tribe,Evans Anquoe,1976,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Oil paint (paint); Canvas (textile material),image/jpg,image: 24 x 18 in.; framed: 24 x 18 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,08.O.156,1146,NA,NA,NA,
,Profile of fancy dancer with whistle,"Anquoe, Evans",,Kiowa (culture or style); Kiowa Tribe,Evans Anquoe / 1976,1976,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Oil paint (paint); Canvas (textile material),image/jpg,image: 20 x 16 in.; framed: 20 x 16 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LL,08.O.164,1147,NA,NA,NA,
,Stylized traditional dancer,"Anquoe, Jackie",,Kiowa (culture or style); Kiowa Tribe,jackie anquoe,1979,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Markers (drawing instruments); Paper (fiber product),image/jpg,image: 10.75 x 8.75 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,12.O.21,1148,NA,NA,NA,
,Evening dancers,"Aquino, Juan",,San Juan (Rio Grande Pueblo);,Aquino,1970,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint),image/jpg,image: 19.25 x 17.5 in.; framed: 27.5 x 25.5 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,09.O.101,1149,NA,NA,NA,
,Self-portrait,"Archilta, Clara",,Tonkawa (culture or style); Apache (culture or style); Kiowa (culture or style); Tonkawa Tribe; Apache Tribe of Oklahoma; Kiowa Tribe,Archilta,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 20 x 16 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,11.O.5,1150,NA,NA,NA,
,Hunter sleeping with animals around,"Archilta, Clara",,Tonkawa (culture or style); Apache (culture or style); Kiowa (culture or style); Tonkawa Tribe; Apache Tribe of Oklahoma; Kiowa Tribe,Clara Archilta,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Paper (fiber product),image/jpg,image: 15.5 x 10.75 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,13.O.125,1151,NA,NA,NA,
,Man with fur-covered staff (Archilta),"Archilta, Oscar Neconie",,,Oscar Neconie Archilta,1995,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Paper (fiber product),image/jpg,image: 14.75 x 10 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,13.O.21,1152,NA,NA,NA,
,Gaan dancer spirits rising from fire,"Archilta, Oscar Neconie",,,Oscar Archilta,1995,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Paper (fiber product),image/jpg,image: 15.25 x 13 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,13.O.22,1153,NA,NA,NA,
,War dance,"Armstrong, Porferio Tirador ""Gopher""",,Cheyenne (culture or style); Caddo; Cheyenne and Arapaho Tribes; Caddo Nation,Gopher T. [inside shield] Armstrong 68,1968,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Paper (fiber product),image/jpg,image: 15.5 x 9.75 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,03.O.8,1154,NA,NA,NA,
,Seated flute player (Armstrong),"Armstrong, Porferio Tirador ""Gopher""",,Cheyenne (culture or style); Caddo; Cheyenne and Arapaho Tribes; Caddo Nation,Gopher T. Armstrong 74,1974,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 13.75 x 9.75 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,11.O.4,1155,NA,NA,NA,
,Man holding Winchester rifle II,"Asenap, Hollis, Jr.",,Comanche (culture or style); Comanche Nation of Oklahoma,Asenap,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Oil paint (paint); Canvas (textile material),image/jpg,image: 27.5 x 21.5 in.; framed: 35.25 x 29.25 x 1.25 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,09.O.48,1156,NA,NA,NA,
,Traditional dancer II,"Assiniboine, Cyril",,Saulteux; Plains Ojibwa;,C. Assiniboine 63,1963,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Acrylic paint; Canvas board,image/jpg,image: 9.5 x 7.5 in.; framed: 13.25 x 11.25 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,11.O.19,1157,NA,NA,NA,
,Deer dancer (Atencio),"Atencio, Gilbert",,San Ildefonso;,By Gilbert Atencio 53,1953,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Paper (fiber product),image/jpg,image: 12.25 x 9.5 in.; framed: 19.5 x 16.75 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,13.O.55,1158,NA,NA,NA,
,Pueblo woman dancer (Atencio),"Atencio, Gilbert",,San Ildefonso;,By Gilbert Atencio 49,1949,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Paper (fiber product),image/jpg,image: 6 x 4.5 in.; framed: 10.25 x 8.25 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,13.O.98,1159,NA,NA,NA,
,Corn spirit of Kachina,"Badonie, Tommy",,Navajo (culture or style);,Tommy Badonie,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Oil paint (paint); Canvas (textile material) Board,image/jpg,image: 4.5 x 6.5 in.; framed: 7.5 x 9.5 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,08.O.33,1160,NA,NA,NA,
,Angwusnasomtaka (Crow Mother) Katsina dancer,"Bahnimptewa, Clifford",,Hopi (culture or style);,by Cliff Bahnimptewa 81,1981,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Paper (fiber product),image/jpg,image: 18.75 x 13.75 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,13.O.25,1161,NA,NA,NA,
,Eagle Kachina dancer I (Bahnimptewa),"Bahnimptewa, Clifford",,Hopi (culture or style);,by Cliff Bahnimptewa 82,1982,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Watercolor (paint); Paper (fiber product),image/jpg,image: 20 x 15 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,13.O.34,1162,NA,NA,NA,
,Two warriors in breechcloths,"Bales, Jean",,Iowa; Iowa Tribe of Oklahoma,J Bales,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Acrylic paint; Rice Paper (fiber product),image/jpg,image: 7 x 5 in.; framed: 12 x 16.25 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,02.O.15,1163,NA,NA,NA,
,Buffalo spirit,"Bales, Jean",,Iowa; Iowa Tribe of Oklahoma,J Bales (c),,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Ink; Pencils (drawing and writing equipment),image/jpg,image: 6 x 6 in.; framed: 12 x 12 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,06.O.11,1164,NA,NA,NA,
,Shoshone war chief II,"Barney, Nathaniel",,Shoshone;,Nathaniel Barney 91,1991,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Pencils (drawing and writing equipment); Paper (fiber product),image/jpg,image: 15.5 x 12.5 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,08.O.152,1165,NA,NA,NA,
,Profile of Shoshone warrior II,"Barney, Nathaniel",,Shoshone;,N. Barney 91,1991,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",,NA,Image,Pencils (drawing and writing equipment); Paper (fiber product),image/jpg,image: 13.75 x 9.25 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,,,,,Recto LR,08.O.153,1166,NA,NA,NA,
